File title$Item title & copyright
liv_000916_copyright_information.txt$Livingstone, David, 1813-1873. Moteverde, Emilio Achilles, 1803-1881. Letter to The Earl of Clarendon, 26 August 1856.   
liv_000961_copyright_information.txt$Livingstone, David, 1813-1873. Letter to George Back, 9 February [1857]. Images copyright Royal Geographical Society (with IBG). Used by permission for academic purposes only. For non-academic use permission, please contact the Picture Library. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_001026_copyright_information.txt$Livingstone, David, 1813-1873. Letter to George Back, 23 May 1857. Images copyright Royal Geographical Society (with IBG). Used by permission for academic purposes only. For non-academic use permission, please contact the Picture Library. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_001240_copyright_information.txt$Livingstone, David, 1813-1873. Letter to George Back, 17 February 1858. Images copyright Royal Geographical Society (with IBG). Used by permission for academic purposes only. For non-academic use permission, please contact the Picture Library. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_001286_copyright_information.txt$Livingstone, David, 1813-1873. Letter to George Back, 10 March 1858. Images copyright Royal Geographical Society (with IBG). Used by permission for academic purposes only. For non-academic use permission, please contact the Picture Library. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_001604_copyright_information.txt$Livingstone, David, 1813-1873. Letter to George Back, 30 November 1860. Images copyright Royal Geographical Society (with IBG). Used by permission for academic purposes only. For non-academic use permission, please contact the Picture Library. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_001024_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Heinrich Barth, 20 May 1857. Images copyright Royal Geographical Society (with IBG). Used by permission for academic purposes only. For non-academic use permission, please contact the Picture Library. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_001128_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Heinrich Barth, 10 November 1857. Images copyright Royal Geographical Society (with IBG). Used by permission for academic purposes only. For non-academic use permission, please contact the Picture Library. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_001532_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Heinrich Barth, 6 February 1860. Images copyright Royal Geographical Society (with IBG). Used by permission for academic purposes only. For non-academic use permission, please contact the Picture Library. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_001731_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Heinrich Barth, 18 February 1862. Images copyright Royal Geographical Society (with IBG). Used by permission for academic purposes only. For non-academic use permission, please contact the Picture Library. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_001556_copyright_information.txt$Livingstone, David, 1813-1873. Letter to The Duke of Wellington, [March 1860?]. Images copyright Royal Geographical Society (with IBG). Used by permission for academic purposes only. For non-academic use permission, please contact the Picture Library. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002839_copyright_information.txt$Livingstone, David, 1813-1873. Maclear, Thomas, 1794-1879. Powers of Attorney to William Porter, 30 April 1858.   
liv_001065_copyright_information.txt$Livingstone, David, 1813-1873. Letter to John Washington, 21 July 1857.   
liv_001012_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Francis Beaufort, 30 April, 1 May 1857.   
liv_001017_copyright_information.txt$Livingstone, David, 1813-1873. Letter to John Washington, 12 May 1857.   
liv_002650_copyright_information.txt$Livingstone, David, 1813-1873. Letter to John F.W. Herschel, 11 February 1858. Images copyright The Royal Society. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002655_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Earl of Malmesbury, 5 October 1858. Images copyright The Royal Society. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002656_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Earl of Malmesbury, 17 December 1858. Images copyright The Royal Society. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002651_copyright_information.txt$Livingstone, David, 1813-1873. Letter to General Edward Sabine, 19 December 1858. Images copyright The Royal Society. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002652_copyright_information.txt$Livingstone, David, 1813-1873. Letter to General Edward Sabine, 6 February 1860. Images copyright The Royal Society. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002653_copyright_information.txt$Livingstone, David, 1813-1873. Letter to General Edward Sabine, 17 January 1861. Images copyright The Royal Society. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002654_copyright_information.txt$Livingstone, David, 1813-1873. Letter to General Edward Sabine, 13 December 1865. Images copyright The Royal Society. Used by permission. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002133_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Peter Le Neve Foster, 8 December 1864. Images copyright RSA, London. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002201_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Peter Le Neve Foster, 23 February 1865. Images copyright RSA, London. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000514_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Ami Bost, 14 July 1842.   
liv_012010_copyright_information.txt$. Lantern Slides of the Life, Adventures, and Work of David Livingstone, Date Unknown (c.1900). Images courtesy of the Smithsonian Libraries, Washington, D.C.  
liv_012011_copyright_information.txt$. Tea Cup with a Portrait of David Livingstone and the Legend: A Present from Blantyre, Date Unknown (c.1950). Images courtesy of the Smithsonian Libraries, Washington, D.C.  
liv_012012_copyright_information.txt$. The Christian. Series of Picture Models, No.1, [1870]. Images courtesy of the Smithsonian Libraries, Washington, D.C.  
liv_012013_copyright_information.txt$. Portrait of David Livingstone, 1927. Images courtesy of the Smithsonian Libraries, Washington, D.C.  
liv_012014_copyright_information.txt$. The Pioneer at Anchor in Pomony Harbor, Johanna. Livingstone and Kirk Were on Board and They Were about to Start for the Rovooma River to Ascertain if It Communicated with Lake Nyassa in Central Africa. 3 Sep[tember]. [18]62. Images courtesy of the Smithsonian Libraries, Washington, D.C.  
liv_012015_copyright_information.txt$. Scenes in Hot Latitudes and Travels in Search of the Wishi Washi to its Junction with the Puddi Muddi, Date Unknown (c.1900). Images courtesy of the Smithsonian Libraries, Washington, D.C.  
liv_012016_copyright_information.txt$. Bill for Expenses Incurred on behalf of Dr. Livingstone's Expedition, 10 June 1870. Images courtesy of the Smithsonian Libraries, Washington, D.C.  
liv_000493_copyright_information.txt$. Letter to John Naismith, Sr., 2 December 1841. Images courtesy of the Smithsonian Libraries, Washington, D.C.  
liv_000586_copyright_information.txt$. Letter to Robert N. Hayward, 28 May 1845. Images courtesy of the Smithsonian Libraries, Washington, D.C.  
liv_002697_copyright_information.txt$. Letter to William Fairbrother, 9 August 1847. Images courtesy of the Smithsonian Libraries, Washington, D.C.  
liv_001195_copyright_information.txt$. Letter to [John Kirk 2], 28 January 1858. Images courtesy of the Smithsonian Libraries, Washington, D.C.  
liv_001244_copyright_information.txt$. Letter to E. Watts, 17 February 1858. Images courtesy of the Smithsonian Libraries, Washington, D.C.  
liv_001342_copyright_information.txt$. Letter to John Kirk 2, 21 July 1858. Images courtesy of the Smithsonian Libraries, Washington, D.C.  
liv_001463_copyright_information.txt$. Letter to Edward Marjoribanks, 6 August 1859. Images courtesy of the Smithsonian Libraries, Washington, D.C.  
liv_001509_copyright_information.txt$. Letter to John Kirk 2, 5 or 6 November 1859. Images courtesy of the Smithsonian Libraries, Washington, D.C.  
liv_002705_copyright_information.txt$. Letter to Unknown, [1863?]. Images courtesy of the Smithsonian Libraries, Washington, D.C.  
liv_002706_copyright_information.txt$. Letter to Unknown, 1863. Images courtesy of the Smithsonian Libraries, Washington, D.C.  
liv_002707_copyright_information.txt$. Letter to Unknown, [1863?]. Images courtesy of the Smithsonian Libraries, Washington, D.C.  
liv_001572_copyright_information.txt$. Letter to Robert Moffat 1, 10 August 1860. Images courtesy of the Smithsonian Libraries, Washington, D.C.  
liv_002698_copyright_information.txt$. Letter to Richard Southey, 4 March 1862. Images courtesy of the Smithsonian Libraries, Washington, D.C.  
liv_002699_copyright_information.txt$. Letter to Unknown, 1 May 1853 or 1863. Images courtesy of the Smithsonian Libraries, Washington, D.C.  
liv_001965_copyright_information.txt$. Letter to [James Young], 7 July 1863, Date Unknown, 1 August 1863. Images courtesy of the Smithsonian Libraries, Washington, D.C.  
liv_002701_copyright_information.txt$. Letter to Arthur Mills, 12 May 1865. Images courtesy of the Smithsonian Libraries, Washington, D.C.  
liv_002208_copyright_information.txt$. Letter to John Kirk 2, 28 February 1865. Images courtesy of the Smithsonian Libraries, Washington, D.C.  
liv_002704_copyright_information.txt$. Letter to Unknown, Date Unknown (No Later than 1873). Images courtesy of the Smithsonian Libraries, Washington, D.C.  
liv_012017_copyright_information.txt$. Letter to W. Ellis, 24 November 1838. Images courtesy of the Smithsonian Libraries, Washington, D.C.  
liv_012018_copyright_information.txt$. Receipt on Behalf of the Trustees of the Dr. David Livingstone, 22 January 1872. Images courtesy of the Smithsonian Libraries, Washington, D.C.  
liv_012004_copyright_information.txt$. Portrait Print of David Livingstone, [1860]. Images courtesy of the Smithsonian Libraries, Washington, D.C.  
liv_012019_copyright_information.txt$. Livingstone Weak from Fever Escorted to Shinte’s Town, Date Unknown (c.1900). Images courtesy of the Smithsonian Libraries, Washington, D.C.  
liv_012005_copyright_information.txt$. Carte de Visit, Portrait of David Livingstone, Date Unknown (No Later than 1865). Images courtesy of the Smithsonian Libraries, Washington, D.C.  
liv_012006_copyright_information.txt$. Carte de Visit, Portrait of David Livingstone, Date Unknown (No Later than 1865). Images courtesy of the Smithsonian Libraries, Washington, D.C.  
liv_012007_copyright_information.txt$. Carte de Visit, Portrait of David Livingstone, Date Unknown (No Later than 1865). Images courtesy of the Smithsonian Libraries, Washington, D.C.  
liv_012008_copyright_information.txt$. Carte de Visit, Portrait of David Livingstone, Date Unknown (No Later than 1865). Images courtesy of the Smithsonian Libraries, Washington, D.C.  
liv_012009_copyright_information.txt$. Carte de Visit, Portrait of David Livingstone, Date Unknown (No Later than 1865). Images courtesy of the Smithsonian Libraries, Washington, D.C.  
liv_012020_copyright_information.txt$. Letter to Edward L. Burnham, 17 August 1877. Images courtesy of the Smithsonian Libraries, Washington, D.C.  
liv_012021_copyright_information.txt$. Letter to Edward L. Burnham, 16 September 1877. Images courtesy of the Smithsonian Libraries, Washington, D.C.  
liv_012022_copyright_information.txt$. Remarks, [1872]. Images courtesy of the Smithsonian Libraries, Washington, D.C.  
liv_012023_copyright_information.txt$. Portrait of Henry M. Stanley, Discoverer of Livingstone, [1872]. Images courtesy of the Smithsonian Libraries, Washington, D.C.  
liv_002791_copyright_information.txt$Livingstone, David, 1813-1873. Signed Copy of Missionary Travels and Researches in South Africa, 20 November 1857.   
liv_001040_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Edme F. Jomard, 12 June 1857.   
liv_002813_copyright_information.txt$Livingstone, David, 1813-1873. Signed Copy of Analysis of the Language of the Bechuanas, [1858].   
liv_002750_copyright_information.txt$Livingstone, David, 1813-1873. Livingstone, Charles, 1821-1873. Autograph Pasted into David Livingstone and Charles Livingstone, Narrative of an Expedition to Zambesi and its Tributaries, Date Unknown (No Later than 1873).   
liv_000467_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Margaret Sewell, 25 August [1840].   
liv_002786_copyright_information.txt$Livingstone, David, 1813-1873. Signed Copy of Missionary Travels and Researches in South Africa, 30 October 1857.   
liv_001274_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Mrs. [?] Lowe, 6 March 1858.   
liv_002294_copyright_information.txt$Livingstone, David, 1813-1873. Letter to John Kirk 2, 11 May 1865.   
liv_001683_copyright_information.txt$Livingstone, David, 1813-1873. Mackenzie, Charles F., 1825-1862. Letter to Charles F. Mackenzie, 9 November 1861.   
liv_002054_copyright_information.txt$Livingstone, David, 1813-1873. Letter to [John A. Blair], 1 September 1864.   
liv_001881_copyright_information.txt$Livingstone, David, 1813-1873. Letter to George Frere, 14 February 1863.   
liv_002028_copyright_information.txt$Livingstone, David, 1813-1873. Letter to E. Mary Burrup, 28 July 1864.   
liv_002276_copyright_information.txt$Livingstone, David, 1813-1873. Letter to William C. Oswell, [25-28 April 1865].   
liv_002288_copyright_information.txt$Livingstone, David, 1813-1873. Letter to William C. Oswell, 5 May 1865.   
liv_001887_copyright_information.txt$Livingstone, David, 1813-1873. Letter to [Galdino J. Nunes], 21 February 1863.   
liv_000152_copyright_information.txt$Livingstone, David, 1813-1873. Signed Copy of Missionary Travels and Researches in South Africa, 29 October 1857. Images copyright Aberystwyth University. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002829_copyright_information.txt$Livingstone, David, 1813-1873. Prescription for Francis Galton, [1857?]. Images copyright UCL Library Services, Special Collections. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_001007_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Francis Galton, 25 April 1857. Images copyright UCL Library Services, Special Collections. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002533_copyright_information.txt$Livingstone, David, 1813-1873. Letter to H. Bartle E. Frere, July 1868.   
liv_001730_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Baldwin W. Walker, 17 February 1862. Images copyright Special Collections and Archives, University of Cape Town Libraries. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/).  
liv_001756_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Baldwin W. Walker, 19 March 1862. Images copyright Special Collections and Archives, University of Cape Town Libraries. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/).  
liv_001723_copyright_information.txt$Livingstone, David, 1813-1873. Letter to John C. Wilson, 1 February 1862. Images copyright Special Collections and Archives, University of Cape Town Libraries. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/).  
liv_001893_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Captain Man of War, 25 February 1863. Images copyright Special Collections and Archives, University of Cape Town Libraries. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/).  
liv_002694_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Unknown, [1860]. Images copyright Special Collections and Archives, University of Cape Town Libraries. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/).  
liv_002695_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Mrs. Hamilton, on behalf of Robert Hamilton, 16 January 1851.   
liv_002674_copyright_information.txt$Livingstone, David, 1813-1873. Letter to William Brock, 12 November 1859. Images copyright University of East Anglia. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_001945_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Horace Waller, 14 July 1863.   
liv_000061_copyright_information.txt$Livingstone, David, 1813-1873. Letter to William Thompson, 11, 17 October 1853.   
liv_000687_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Robert Moffat 1, [November?] 1849. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000148_copyright_information.txt$Livingstone, David, 1813-1873. Map of Barotseland, [1851]. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002683_copyright_information.txt$Livingstone, David, 1813-1873. Map of Barotseland, [1851]. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002680_copyright_information.txt$Livingstone, David, 1813-1873. Moffat, Robert 2, 1827-1862. Map of Barotseland, 25 November 1851. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002681_copyright_information.txt$J.W. Arrowsmith Ltd, London, Printers and Publishers. Livingstone, David, 1813-1873. Map of South Eastern Africa, with Annotations, August 1850. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000489_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Mrs. John Philip, 5 August 1841. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_001325_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Henry Allon, 26 May, 8 June 1858. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002889_copyright_information.txt$Livingstone, David, 1813-1873. Viljoen, J.W. J.W. Viljoen, Letter to A. Januarie, 11 June 1852. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_001013_copyright_information.txt$Livingstone, David, 1813-1873. Letter to [Arthur Tidman], [20 January-30 April 1857]. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002743_copyright_information.txt$Livingstone, David, 1813-1873. Autobiographical Statement, 13 October 1857. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_003098_copyright_information.txt$Livingstone, David, 1813-1873. Letter to William O. Livingstone, 21 August 1862. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002741_copyright_information.txt$Livingstone, David, 1813-1873. Biblical Quotation (John 6:37) (English and Setswana), 10 October 1857. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_002963_copyright_information.txt$Livingstone, David, 1813-1873. Envelope to John Blanche, [September 1859?]. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000456_copyright_information.txt$Livingstone, David, 1813-1873. Arundel, John, 1778-1848. Letter to John Arundel, [January-July 1838]. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000492_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Catherine McRobert, 2 December 1841. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000519_copyright_information.txt$Livingstone, David, 1813-1873. Letter to [?] McRobert, 1 September 1842. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000535_copyright_information.txt$Livingstone, David, 1813-1873. Letter to John McRobert, 14 July 1843. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000544_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Catherine McRobert, 1 September 1843. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000623_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Benjamin T. Pyne, December 1846, 20 March 1847. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000636_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Catherine McRobert, 9 July 1847. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000669_copyright_information.txt$Livingstone, David, 1813-1873. Letter to William Ashton, 1 April 1849. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_001118_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Unknown, 24 October 1857. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
